overall,reviews
1,"This is the 4th time I’ve purchased these earrings, and I now own them in both silver and gold. 
My first order was for myself, and as a mom and aunt of littles I wanted earrings that were lovely, go with everything, and weren’t made for little hands to pull on. I had no idea how much I would end up loving them, and they became my everyday earrings for almost two years! Sadly I knocked them out putting on my full face mask for a snorkeling trip, and lost them at the bottom of the ocean. I loved them so much I had to replace them ASAP, and they are back in my ears and still the same quality as when I originally ordered years ago. The other other two pairs I ordered as gifts for friends who really liked mine and commented on them all the time. Trust me, just order them, you’ll LOVE them, and they are flexible to adjust to your ear"
1,Thank you Nicole for my beautiful earrings. I haven't  taken them off since I got them because I love the way they look so simple and clean yet so timeless and chic. Thank you so much for my new favorite earrings <3<3 :-D
1,"Have had so many compliments on these ear climbers - I love them - perfect , thank you 👌🏻"
1,Beautiful earrings! I got many compliments.
1,"This is the third set of these I have purchased. I own a pair in gold and receive so many compliments, that I’ve started gifting them to people who love them!"
1,"I've left a review before, but I have started to but these quite often as everyone who sees them likes them and comments on them, so I have a load in reserve to gift people. I adore these, they're perfect. I've tried buying from other makers who may be closer, but I haven't found anyone who makes them as well."
1,"I absolutely love ear crawlers, but this is hands on the most elegant pair I’ve ever bought. Outstanding quality and so delicate you’d almost forget you’re wearing them!"
1,"Fair wait, light, delicate and elegant I think."
1,Beautiful. Difficult to put on ear because of the double long piece. Still love it.
1,belli.. molto comodi da usare tutti i giorni
1,So cute! Love these!
1,"wonderfull earring
fast shipping 
thank you"
1,Shipped quickly and looks beautiful!
1,I have what I consider fairly normal ears and these do not stay in place no matter what I do.  Bummed.
1,"Beautiful pair of earrings, very happy!"
1,I've bought a few pairs of these now. Everyone comments on them and they make a great gift.
1,Very beautiful! Exactly as shown in the photos ☺️
1,She liked them very much.
1,She liked them very much.
1,The earrings never arrived. And the shop owner stoped answering back. Also the etsy costumer service was no help at all. Was the last time I ordered something here!!!
1,"Right now, I can only rate the item at one. I cannot properly review this item yet because it still hasn’t come in. I ordered it on November 19th and today is December 23rd. I will be very disappointed if it doesn’t come in time for Christmas.  I will be happy to change my review if it comes in before Christmas."
1,"I love ❤️ them so much. I wear them constantly and that's saying a lot for me because I very rarely wear silver, usually only hold, but I am so happy with these earrings and hey are so cool looking that I've had to adjust my preferences! Haha. Definitely get tons of inquiries and compliments. So dainty and easy to put on and they look just wonderful. Very happy with my purchase."
2,"I debated whether to dock a star on this because I ran into a hassle actually getting them, but once they arrived I decided to give 5 stars because these earrings are really great! They are an ingenious design and exactly what I wanted. I needed earrings to wear sleeping/ to keep my holes open that would be comfortable and not fall out. They fit very securely and look great! Also, the seller puts them in a little bottle for presentation- so cool, and I can use the tiny bottle for something else. Overall I'm very happy with my purchase even though I ran into a snafu with actually getting them."
2,"I really liked my earrings. They're a bit bigger on me than on the model, but I do have small ears. They also arrived a bit on the late side, but I did order them during the holidays, and the shop owner was very attentive about the situation, so I'm still giving a five star review. Very pretty! And sturdy!"
2,I am so excited to have this!  Production time and shipping was just as suspected and the item is even better in person!  The back of it is a square rather than round which allows for a more natural fit especially in my second piercing.  Thank you so much! LOVE IT!
2,perfect fit love them !
2,Love it ❤
2,"This my new favorite earring, it fits perfectly and is so cute! Took about a month to get here, but I expected that with international shipping."
2,"Lost my first pieces in a move, sadly, but these were too cute and I rarely wear jewelry so I'm glad to buy a new pair! Easy to put on, I only notice a slight pressure when I move my ears, but they're very secure. I love the little maintenance note and brand design, and you can tell they're made with love. Also Ara's really nice and helpful with tracking info."
2,It took a while but I finally got it! Thank you it's really pretty! :)
2,I do love this piece! I think my ears are a little too small to hold them up and in place- they tend to slip down and hang vertically. Still love them!
2,"Love it !
Thanks:)"
2,"Love this jewelry! Friends like it, referring them. Now I've always got some serotonin, even if I'm not feelin it =]"
2,love it!!!
2,I love these earrings!! I wear them almost everyday. This was my first purchase on etsy and I cannot be more satisfied. Thanks Arajera!!
2,"What can I say? It's exactly as photographed, fits exactly as expected, and came thoughtfully packaged with useful instructions for care. LOVE LOVE LOVE"
2,I love these earrings so much. They arrived in plenty of time and are absolutely gorgeous!!
2,fit comfortably and come in a cute storage bottle too.
2,"It's even prettier in real life! I love my new earring, thank you :)"
2,These earrings are beautiful and unique! Really love the small bottle they were shipped in! Thank you very much!
2,Lovely them
2,"Very well packaged, and good delivery time. Note that these earrings are not great is you have thick earlobes like mine! Going to try resizing the wire for comfort."
2,"The serotonin pair of earrings are beautiful! I love wearing these on my ears. Once you figure out how to slip them on and off your ears, they are very low maintenance during the day that I almost forget I'm wearing them. It came packaged in a small jar with a care card which also make for a cute display in my jewelry area."
2,This earring is super cute and super comfortable too! Perfect for a chem nerd like me :^)
2,"This seller is AWESOME! I contacted them about a delay in my delivery. She explained they'd had some issues with their delivery company and I could get a refund or have my parcel resent. I chose for resent and I'm so glad I did! 
The packaging alone is gorgeous! The earring is so cool! I know where I will be going for presents in the future!"
2,"Perfect earrings, shipped in a tiny glass bottle, love them!"
2,"Amazing! I love it! It fits perfectly, you can wear it all day, without any discomfort."
2,"Perfecto, es tal como aparece en la web."
2,"I LOVE THESE! I go them way before I expected them! I was worried about them not fitting but they fit perfectly! They are well made and exactly what i was hoping for! I also loved the vial that it came in, it was a very nice touch!"
2,"So nice, comes in the prettiest package"
2,I adore this item. It fits really well and it's made of high quality materials. And it arrived earlier than I expected. I've already placed another order for more!
2,"Great quality, was shipped exactly on time, love it!"
2,"It looks deceptively small when you pull it out of its package but is in fact rather large on your ear- a good thing, because it can easily be seen. Fits nicely if you have multiple piercings too, I have three and it fits nicely behind the other two."
